pPartNumbers,pCatentryId
6844222,1549343
6844473,1549355
7196034,1549367
6875947,1549381
6834847,1549397
6837246,1549401
6838276,1549403
6838836,1549409
6839385,1549423
6980485,1549435
6840824,1549453
6841108,1549455
6837208,1549616
6837473,1549618
6988377,1549628
6993551,1549762
7007415,1549764
6787822,1549780
6876056,1549790
6876070,1549794
7062539,1549862
6997753,1549980
8498384,1742818
7069958,1549998
7008036,1550010
6981109,1550024
6847748,1550058
6838984,1550072
6839220,1550074
7196591,1550136
7399367,1550148
6841067,1550150
6841500,1550152
7477533,1550204
7068289,1550290
7094370,1550310
7308365,1550312
6801849,1550329
6724737,1550345
7346396,1550373
7432781,1550413
7030664,1550519
7246506,1551056
6862761,1551058
6979630,1551541
6979953,1551543
6864219,1551545
6984546,1551549
6873918,1551559
6872627,1551643
8884974,1938078
7023011,1551703
6984539,1551709
6867649,1551791
8627571,1709199
6844930,1551973
6984876,1551989
6867357,1551999
6889885,1552001
7194782,1552005
7026881,1552051
6996084,1552137
6999397,1552179
6997313,1552181
6869771,1552405
6988803,1552455
6991436,1552461
7018851,1552565
6867333,1552569
6867388,1552593
6985095,1552606
7475951,1552634
6085414,1552650
7068801,1552696
7038491,1552768
7098541,1552774
7177857,1552776
7026582,1552786
7064111,1552788
7239843,1552792
7257272,1552816
7431861,1552824
7236169,1552849
6844253,1552853
6846550,1552865
6993836,1552867
6994220,1552871
6869496,1552883
6875710,1553017
7241635,1553051
7176449,1553115
6858847,1553131
7239128,1553169
7307270,1553171
7256266,1553391
7396346,1553395
7094772,1553514
9334739,1891058
1954629,1931259
7454295,1561285
7392216,1557745
3340956,1995377
6989046,1553520
6861786,1553567
6859372,1553569
7059676,1553734
6986252,1553736
7369043,1554001
7031498,1554003
7062656,1554005
6991209,1554007
6997423,1554033
6998697,1554041
7038350,1554067
7025363,1554069
6983949,1554081
6849186,1554083
6989455,1554087
7039153,1554143
7032514,1554146
7032291,1554148
7096471,1554152
6999737,1554198
7097470,1554222
7175495,1554226
7030994,1554228
7243523,1554230
7030853,1554260
7038680,1554266
6802257,1554304
5981722,1554372
5856132,1554374
5857186,1554376
5980606,1554378
7019496,1554475
6869290,1554483
6869331,1554493
6869324,1554495
6869317,1554497
7074905,1554585
7174441,1554589
7071623,1554605
7061217,1554607
7007927,1554613
7062003,1554621
7025198,1554623
6857714,1554651
1954478,1931261
7030736,1554768
1954722,1931263
6876166,1554786
6985370,1554806
7420810,1554822
7037203,1554826
7065567,1554828
6872108,1554865
7094538,1554875
6735245,1554965
7078925,1554971
7248212,1554973
7117116,1554975
7075289,1555044
7032325,1555060
7198393,1555064
7060108,1555066
7028841,1555085
7197662,1568128
7023963,1555145
6860873,1555173
7307562,1555207
6874797,1555209
7257928,1555217
6518840,1555531
6987062,1555579
7362590,1557747
8671716,1814417
8795214,1814418
7248315,1557751
9165104,1891060
7407156,1556484
7077438,1556486
7474505,1556564
6985617,1556576
6982342,1556578
6852836,1556606
7024388,1556608
7173428,1556624
7367203,1556634
7246348,1556650
7397297,1556664
6872892,1556714
7259854,1556728
7378096,1556738
7158326,1556740
7244003,1556742
7476699,1556746
7457687,1556752
7421266,1556768
7391358,1556784
7005785,1556823
7007240,1556835
7431517,1556854
7428128,1556856
7438606,1556876
7428362,1556920
7475597,1556962
7437669,1556966
7436677,1556990
7435238,1556992
7451281,1556998
7477265,1557012
7119523,1557069
7173844,1557161
7098187,1557167
7374612,1557169
7386693,1557174
7076707,1557204
7031405,1557206
7368109,1557378
7392780,1557380
7362325,1557382
7434356,1557384
6871422,1557493
6998312,1557543
6996156,1557547
6816597,1557657
6875105,1557673
6997351,1557675
7199990,1557679
7097755,1557683
7309962,1557687
7458655,1568130
7018679,1557713
7072835,1557715
6983183,1557721
7077342,1557725
7018765,1557918
7004841,1557958
7175914,1558010
7175653,1558022
7361096,1558028
6989644,1558080
7028236,1558098
7237766,1558108
7256345,1558110
7459953,1558112
7117147,1558114
7309546,1558116
6836319,1558118
7397778,1558128
7071599,1558130
7422681,1558148
7305791,1558152
7067187,1558167
7032765,1558175
7397998,1558196
7078066,1558200
7255504,1558204
7256819,1558208
7238703,1558212
7253324,1558218
7458789,1558228
7398454,1558232
7459788,1558234
7006485,1558300
6186313,1558310
7219131,1558312
7067682,1558314
7022287,1558316
7076491,1558320
6990310,1558322
7307452,1558324
6995724,1558326
7178722,1558330
6994309,1558332
7098307,1558334
6981336,1558336
6996754,1558338
7026630,1558340
8054845,1656200
7249314,1558360
7073140,1558362
7476390,1558368
7253960,1558372
7259397,1558374
7155398,1558378
7031302,1558380
7254914,1558386
7199165,1558388
7177431,1558390
7195389,1558392
7245181,1558398
7072529,1558432
7097250,1558446
7019214,1558544
7427545,1558546
7093065,1558548
6876317,1558575
7346884,1558663
7450103,1558671
6809494,1558677
7257351,1558884
7075430,1558914
7235548,1560073
7036242,1560167
6981192,1560195
7071908,1560207
7458662,1560251
7039768,1560290
6873396,1560340
7342493,1560360
7496071,1560374
6992765,1560414
7006588,1560499
7593228,1560505
6863863,1560519
7526824,1560580
7360468,1560588
7309065,1560592
7064575,1560644
7066346,1560834
7361601,1560842
7456994,1560862
7157729,1560987
7156579,1561020
6873152,1561036
7177424,1561054
6516756,1561086
6844435,1561090
7369524,1561094
7037186,1561096
7064355,1561104
7198472,1561106
7116801,1561110
7022885,1561118
7022809,1561122
7023004,1561140
7195004,1561144
7027433,1561169
6999517,1561173
7476046,1561193
7023509,1561381
7060610,1561387
6991027,1561405
6697792,1561851
7391169,1561855
7393796,1562067
7257540,1562073
7363489,1562075
7255353,1562077
7030925,1562085
7023547,1562087
7199464,1562125
7022988,1562129
7244546,1562177
5983311,1562287
7242029,1562337
6991096,1562362
7118366,1562388
7078437,1562390
7028494,1562392
6990891,1562394
7027770,1562406
6872816,1562508
7077689,1562564
6869881,1562566
7239953,1562568
6994471,1562592
7076006,1562602
7288564,1562638
7232273,1562642
7219179,1562676
6991443,1562691
7179518,1562697
7031292,1562787
7156500,1562811
3103320,1958980
6999902,1562841
7254581,1562849
6919243,1562855
6984333,1562857
7060878,1562873
7059786,1562926
7196986,1562932
6990334,1562938
7030781,1562942
7075935,1562944
7076721,1562952
7242579,1562966
7248937,1562968
7254220,1562976
6992112,1562986
7458105,1562988
7006313,1563032
7099571,1563061
7196546,1563073
7157200,1563081
7376658,1563085
8089786,1617684
6995793,1563185
7075980,1563189
6982665,1563191
7243509,1563209
7174829,1563213
6989462,1563219
7097487,1563227
1954784,1931265
7116997,1563326
7158807,1563361
6981996,1563375
6841885,1563389
7373613,1563405
7369603,1563407
7392199,1563413
7237302,1563415
6875404,1563419
6991089,1563475
7069329,1563477
7232448,1563487
7369476,1563489
7428939,1563491
7454240,1563495
7242225,1563533
7244333,1563535
7064616,1563537
7239324,1563545
7233612,1563547
7234570,1563549
7059267,1563557
6994110,1563581
6998484,1563583
7345397,1563593
7248638,1563595
6856629,1563638
6866152,1563666
6979805,1563724
6980382,1563727
6980478,1563733
6986393,1563766
6991759,1563795
6995360,1563820
7005338,1563870
7006454,1563880
7023853,1563936
7025978,1563954
7027299,1563965
7027828,1563978
7029943,1563991
7031814,1564000
7035308,1564018
7037313,1564032
7038020,1564043
7039108,1564056
7062663,1564088
7062955,1564094
7064300,1564107
7073621,1564193
7074572,1564202
7078602,1564264
7079711,1564287
7079876,1564289
7093395,1564303
7093838,1564305
7255573,1564328
7096653,1564330
7097913,1564334
7098682,1564340
7116076,1564362
7159545,1564415
7159882,1564421
7177149,1564441
7199127,1564502
7199770,1564506
7234491,1564526
7236365,1564536
7241518,1564552
7241659,1564554
7244883,1564564
7247206,1564593
7247457,1564597
7247598,1564599
7248975,1564606
7249819,1564611
7252789,1564617
7255391,1564626
7255889,1564628
7256871,1564636
7256888,1564640
7257179,1564644
7360475,1564731
7368044,1564743
7391561,1564761
7397840,1564780
7457546,1564825
8100108,1617686
8362946,1620020
7066535,1564881
7072646,1564883
7248999,1564885
7063057,1564891
7175622,1564909
7234154,1564915
7195190,1564963
7199536,1564969
7029084,1564977
7094916,1564981
7179886,1564983
7364835,1564989
7367461,1564991
7360963,1564993
7378058,1564995
7349616,1565003
7097308,1577919
7257234,1565009
7098864,1565017
7196656,1565023
7067307,1565029
7018741,1565037
7286391,1565039
7343959,1565085
7495027,1565087
7258831,1565095
7028267,1565105
7198599,1565111
7018583,1565117
6981477,1565131
7028016,1565143
7068533,1565147
7093766,1565159
7249747,1565225
7437391,1565229
7255418,1565237
7362772,1565251
7392010,1565257
7115950,1565291
7176102,1565297
7030372,1565321
7255638,1565323
7245710,1565333
7373871,1565349
6739234,1565365
7495618,1565405
7495625,1565411
7036060,1565415
7158962,1565513
7289972,1565525
7159590,1565549
7232723,1565555
7361034,1565565
7243736,1565567
7238710,1565577
7075959,1565585
7176016,1565591
7095771,1565639
7246520,1565663
7362837,1565669
7030509,1565679
7076769,1565685
7179879,1565697
7347292,1565703
6877086,1565727
7114937,1565733
7156043,1565735
7178935,1565757
7023327,1565767
7155525,1565777
6988102,1565779
7425468,1568146
6980416,1565881
7033252,1565889
7095427,1565929
7253496,1565947
7156926,1565985
7028621,1566001
7159703,1566003
4075093,2013374
7077098,1566011
7197442,1566013
7034828,1566021
7500819,1568152
7174496,1566101
7257296,1566119
7425073,1566133
6859286,1566137
7019692,1566143
7244254,1566157
7398090,1566163
7077768,1566169
6995346,1566177
7008373,1566181
7074486,1566185
6984742,1566189
7062326,1566191
7027079,1566203
7073913,1566229
7092925,1566237
7095025,1566241
7155288,1566243
7039081,1566245
7065165,1566251
7019348,1566257
7007051,1566277
7078949,1566303
7360406,1566311
7115280,1566315
7248573,1566317
6879637,1566319
7099306,1566331
7176803,1566345
7241460,1566355
7346114,1566359
7345177,1566391
7426302,1566393
7369737,1566399
7424830,1566401
7118074,1566403
7075014,1566415
7502714,1566417
7257155,1566443
7392584,1566453
6987213,1566457
7428922,1566459
7116791,1566461
7249390,1566465
7026410,1566471
7068540,1566473
7195011,1566478
7179611,1566481
7286827,1566485
7342637,1566493
7097085,1566505
7392625,1566552
7360327,1566566
7025961,1566595
7259191,1566606
7035937,1566612
7067125,1566616
7307177,1566624
7098149,1566649
7362143,1566651
7249170,1566697
7388402,1566701
7254976,1566707
7344594,1566713
7434435,1566717
7027622,1566723
7247237,1566739
6998271,1566745
7075423,1566749
7077706,1566753
7026812,1566761
7024539,1566765
7078705,1566772
7095805,1566784
7253032,1566790
7027127,1566792
7346657,1566796
6992954,1566814
7077809,1566829
7194775,1566858
7177888,1566867
7288007,1566877
7236891,1566881
7288069,1566883
7361481,1566885
7246283,1566890
7063772,1566892
7438060,1566904
7119516,1566906
7235108,1566910
7242799,1566987
7069398,1567069
7287606,1567085
7248054,1567107
7065804,1567131
3103351,1958982
7157224,1567175
7249606,1567183
7066102,1567195
7360413,1567203
7094057,1567209
7363506,1567217
7438950,1567269
7193673,1567283
7023781,1567309
7036596,1567319
7239173,1567325
6865081,1567331
6852094,1567337
6856179,1567339
6860938,1567343
6861755,1567347
6856928,1567349
6858603,1567357
6849210,1567359
7349829,1567395
7094899,1567397
7409886,1567401
7439777,1567419
7450828,1567451
7175433,1567455
7155501,1567491
7308743,1567493
7422478,1567503
7179020,1567505
7079498,1567523
7094844,1567527
7243169,1567531
7037265,1567551
7233155,1567571
7252686,1567575
7346255,1567611
7377389,1567701
7248353,1567709
7175440,1567719
7116296,1567737
1954557,1931267
6989723,1567847
7027141,1567861
7241611,1567863
7246018,1567865
6878535,1567883
7031883,1567887
7062182,1567891
7064197,1567907
7595934,1567917
7524211,1567923
7219966,1567927
7159026,1567931
7234855,1567939
7233667,1567941
7497977,1567946
7237924,1567948
7241628,1567954
7038343,1567966
7396968,1568242
8816791,1814424
9336892,1938080
7247031,1568264
6999263,1568279
6994828,1568312
7024429,1568350
7243963,1568401
6991773,1568465
6988504,1568471
7030891,1568473
7038752,1568479
7026465,1568481
7033001,1568485
7059920,1568487
7219313,1568545
7063820,1568609
7095843,1568627
7495962,1568633
7369816,1568641
7230141,1568672
6993018,1568712
6998893,1568732
7286573,1568748
7008074,1568758
7346286,1568762
6993355,1568766
7060359,1568772
7238459,1568776
7096770,1568782
7194445,1568784
7233904,1568786
7241446,1568790
7243781,1568792
7039414,1568794
7245631,1568798
6997595,1568814
7018837,1568816
7075698,1568822
7075904,1568824
7078482,1568828
7198245,1568832
7237649,1568834
7096495,1568836
7116526,1568842
7179965,1568844
7238590,1568846
7027873,1568852
7348851,1568854
7025569,1568856
7248535,1568858
7068629,1568864
7363094,1568866
7073078,1568878
7246757,1568888
7174506,1568896
7173617,1568900
7194892,1568906
7198403,1568910
7156139,1568932
7232352,1568952
7233478,1568956
7114982,1568960
7156971,1568966
6866798,1568980
7076233,1568994
7247392,1569002
1952267,1938081
7245693,1569030
7247244,1569046
7037430,1569052
7033331,1569068
7237814,1569070
7179817,1569098
7094459,1569100
7029307,1569102
7059377,1569104
7175866,1569124
6876245,1569132
6996493,1569140
7198575,1569505
7119901,1569513
6987914,1569519
6989929,1569521
7032428,1569533
7036307,1569537
7232857,1569543
7258329,1569547
7038271,1569553
7039366,1569555
7059937,1569557
7060603,1569567
7367722,1569569
7006801,1569571
6855204,1569592
7072086,1569594
7093539,1569602
7178588,1569604
7258161,1569608
7307445,1569610
7363458,1569664
7033609,1569672
6879046,1569674
7059748,1569676
7156294,1569684
7195839,1569686
7245961,1569688
7066944,1569696
7039421,1569704
7342194,1569706
7348057,1569710
7361405,1569714
7244852,1569722
7072402,1569724
7287008,1569728
6877110,1569732
7007714,1569738
7068186,1569744
7254897,1569750
7259201,1569752
7360523,1569756
7037801,1569760
7064726,1569768
7239135,1569778
7037124,1569790
7254653,1569808
7376036,1569816
7096828,1569822
7179707,1569824
7242634,1569828
7259799,1569832
7063569,1569834
7287242,1569836
7345218,1569840
7074273,1569842
7253939,1569850
6990839,1569862
7368910,1569864
7237151,1569866
7349472,1569868
7098228,1569870
7367306,1569874
7067022,1569876
7156036,1569878
5495957,1569900
6981240,1569902
6846677,1569904
7508732,1570042
7232974,1570054
1954825,1931269
7233272,1570058
7115493,1570086
7234965,1570092
7235153,1570094
7235689,1570096
7237467,1570106
7249008,1570126
7196443,1570152
6998439,1570176
7219791,1570184
7059030,1570188
7061190,1570190
7094662,1570194
7173837,1570214
7155305,1570216
7194311,1570224
7238727,1570260
7248683,1570272
7006007,1570278
7199378,1570290
7456808,1570306
6995308,1570314
6992992,1570320
6984285,1570328
7030451,1570332
7031137,1570338
7097638,1570342
7158986,1570356
7255030,1570358
7178289,1570360
7073676,1570362
7099258,1570370
7065598,1570390
7433412,1570400
6993496,1570416
7007068,1570466
7064331,1570472
7036455,1570476
7197631,1570497
7208520,1570499
7198355,1570503
7308554,1570513
7198300,1570519
7366118,1570521
7198692,1570531
6999689,1570537
6985552,1570549
7067194,1570553
7118270,1570569
6871958,1570579
7252710,1570581
7038556,1570583
7006320,1570587
7096701,1570641
6995937,1570647
7077751,1570655
7431012,1570657
6994086,1570663
7396621,1570671
1937550,1938082
7098936,1570799
7155312,1570805
6988119,1570841
7063727,1570843
7059913,1570851
7115620,1570875
7218211,1571005
7233124,1571013
7234587,1571015
7097841,1571019
7242957,1571033
7238576,1571053
7239094,1571055
7019283,1571057
7239434,1571061
7065079,1571065
7076611,1571067
7078774,1571077
7076219,1571109
7116777,1571113
7030327,1571199
7064283,1571201
7196522,1571215
7246915,1571231
7248731,1571233
7075368,1571259
7256235,1571280
7286865,1571291
7366462,1571299
7060799,1571341
7114614,1571343
7248023,1571349
7346509,1571355
7347515,1571359
7452503,1571361
7039579,1571385
7255126,1571391
7376050,1571393
6998398,1571397
7177455,1571403
7199237,1571405
7065543,1571417
7195028,1571427
7347247,1571431
7179848,1571447
7236004,1571457
7219849,1571467
7079292,1571471
7368202,1571473
6988920,1571477
6981666,1571489
8439192,1709208
7249761,1571645
7159411,1571675
7430563,1571689
6872476,1571697
6997038,1571717
7244096,1571739
6868569,1571829
7156809,1571849
6994677,1571853
6992837,1571867
7028834,1571905
6987385,1571907
7116959,1571921
7008672,1571931
7062429,1572053
7099564,1572065
7236633,1572071
6879149,1572149
7242366,1572169
7349719,1572199
7307139,1572234
7255566,1572236
7244632,1572238
7038635,1572240
6993317,1572269
7193972,1572337
7234233,1572440
8668334,1814429
7233351,1572492
7347450,1572494
8677215,1814430
9200148,1938083
8673381,1814432
6859114,1573119
8794291,1814433
7237553,1573169
6874247,1573233
6862967,1573235
6873767,1573245
7156304,1573251
6866750,1573253
8629050,1742834
1937567,1938084
7027134,1573337
7028298,1573349
7238521,1573561
7307067,1573571
6871439,1573585
7066119,1574001
7097384,1574005
7038264,1574029
7098242,1574142
7096419,1574243
7025806,1574308
3103382,1958984
3101731,1958986
3101748,1958988
3105098,1958990
7006052,1574550
7005101,1574586
7219540,1574590
6986290,1574620
7067462,1574658
7098527,1574664
7116179,1574680
6981738,1574702
6988391,1574706
7243475,1574714
7174159,1574752
7036503,1574790
7073528,1574792
6877914,1574798
7199756,1574802
7075083,1574810
7232486,1574816
7233629,1574824
1954571,1931271
7253018,1574858
7065495,1574860
7256132,1574862
7098589,1574864
7428111,1574959
7451511,1574967
7037007,1574979
7363111,1574989
7159693,1574993
7255803,1574995
7248195,1574999
7235926,1575001
7078781,1575005
7434923,1575184
7022397,1575297
6875088,1575299
7342338,1575332
7256149,1575334
7072732,1575423
7157097,1575600
7372786,1575609
7028384,1575611
7219722,1575613
7344831,1575619
7079618,1575625
7063442,1575655
7066676,1575669
7035236,1575713
7439715,1575724
7019465,1575730
7232431,1575757
7308224,1575759
7059607,1575761
7233997,1575763
8044381,1617704
6857374,1575842
6875930,1575848
6991711,1575850
8039327,1607432
7096031,1575852
7071898,1575858
7344745,1575888
7076240,1575944
7076271,1575946
7075681,1575952
7074613,1575954
7073937,1575958
7074345,1575960
7173851,1575968
7235191,1576036
7363661,1576043
7244797,1576057
6865957,1576115
7005840,1576127
7007116,1576137
8677662,1814435
6984728,1576155
8039451,1607434
7066669,1576309
7025370,1576311
7098314,1576322
7155989,1576333
7022232,1576340
6987309,1576342
7099966,1576352
7361285,1576363
7179147,1576388
7099416,1576394
7026087,1576406
7239001,1576416
7342912,1576432
7478910,1576688
7427569,1576700
7238370,1576806
7234336,1576808
7237216,1576810
7197741,1576817
7241570,1576823
7077878,1577000
1461806,1938085
7096749,1577209
7179460,1577211
9132955,1925833
8641942,1814438
7027639,1577235
7007192,1577319
6864776,1577321
7065275,1577323
7098761,1577325
9194292,1938087
7159150,1577419
7426735,1577421
7073748,1577451
7344958,1577487
7031670,1577525
7118627,1577579
7076862,1577588
6872201,1577618
7029417,1577621
7435623,1577641
6839732,1577685
8141497,1734130
7024247,1577723
7025301,1577725
6996448,1577731
6982641,1577733
7022380,1577745
7237670,1577747
7075997,1577805
7119358,1577811
6857422,1577815
6864453,1577817
7034574,1577819
7076673,1577821
6987804,1577889
7062759,1577895
7248236,1577907
6992277,1577909
7060586,1577915
7061286,1577917
6980045,1578063
6862709,1578065
6989950,1578067
7199835,1578209
7394616,1578211
7035360,1578259
7027804,1578391
7028889,1578393
7065684,1578397
7199615,1578409
7257485,1578415
7174881,1578423
7078767,1578429
7233928,1578447
7157822,1578483
7024546,1578487
7025538,1578489
7177981,1578497
7118287,1578521
7025916,1578525
7287280,1578535
7005534,1578545
7235847,1578553
7033063,1578559
6992239,1578563
7239166,1578571
7115022,1578663
7249046,1578671
7093436,1578683
7173545,1578693
1353732,1938089
8634894,1709210
7243554,1578711
7006942,1578719
7156490,1578723
7174513,1578731
7242201,1578733
7243664,1578735
6982799,1578745
7194816,1578751
7241604,1578753
6992679,1578757
7173961,1578759
7062443,1578769
7078372,1578773
7236145,1578781
7242524,1578783
7363544,1578785
7097281,1578805
7243482,1578809
6990406,1579053
7030262,1579063
7067754,1579065
7019599,1579087
7177778,1579099
7193965,1579101
7308561,1579569
7237807,1579577
7245284,1579579
7006612,1579587
7286384,1579603
7346602,1579605
7342888,1579622
7235232,1579624
7287307,1579626
7289075,1579628
7396717,1580525
7257007,1580527
7345160,1580580
7245246,1580590
7364189,1581181
7305708,1581183
7197466,1581185
7198850,1581187
7068148,1581189
7247378,1581191
7253575,1581193
7067211,1581229
7361924,1581235
7368374,1581245
7347144,1581249
7420511,1581263
7399202,1581273
7243499,1581325
7067156,1581409
7348686,1581415
7256541,1581421
7393246,1581607
7393260,1581613
8622112,1709213
7393404,1581615
7393442,1581617
8202903,1656205
7119891,1581761
7364172,1581767
7393662,1581769
7376191,1581777
7078176,1581795
7064582,1581797
1954447,1931275
7219052,1582737
7524077,1582739
7390775,1583069
7386624,1583071
7386765,1583073
8815376,1814441
4876821,1583519
7068344,1583972
4590743,1584093
4981699,1584107
5034459,1584108
8572406,1748580
7308413,1584190
7024632,1584194
7095513,1584201
8572468,1748582
8579980,1656207
8572530,1748584
8572561,1748586
8559199,1748600
3105081,1958992
1246076,1938090
8142087,1748603
8579519,1748605
7364574,1584721
7308482,1584735
1245644,1938091
7379404,1585048
1353378,1938092
1933406,1941861
1997545,1941863
1217256,1938094
1252895,1941867
1343845,1941869
1217665,1938096
2007207,1941873
1217634,1938098
1448685,1941875
7425743,1585646
7245772,1585650
7528688,1585664
7527579,1585666
7307696,1585691
7307902,1585693
7378395,1585746
7430611,1585748
7437731,1585848
7363386,1585856
7386662,1585946
7459740,1585959
7453629,1585971
7453681,1585973
7453605,1585975
7453784,1585977
9203516,1938100
7454570,1586126
7391918,1586164
7376885,1586168
7458349,1586170
7436220,1586172
7437951,1586174
7420621,1586176
7422502,1586178
7392742,1586677
7242476,1586695
7479610,1586713
7479995,1586719
7494042,1586723
6077006,1586765
7423226,1586841
4078784,2006159
7379105,1586859
7459331,1586903
7247938,1586913
7920413,1586925
7423886,1586945
7426364,1586947
7420607,1586949
7476967,1586962
7391767,1587044
7308327,1587509
7392735,1587537
7498691,1587569
7452857,1587629
7457326,1587687
6556493,1588505
7454714,1588541
7454635,1588549
7454697,1588553
7454707,1588557
7454642,1588561
7457371,1588565
7454659,1588569
7454666,1588571
7452187,1588685
7453375,1588705
7423178,1588745
7289422,1588788
7366266,1588798
7456097,1588804
7397943,1588814
7395275,1588816
7365841,1588820
7396449,1588828
7287637,1588830
7396078,1588834
7362277,1588965
7459898,1589061
7305997,1589089
7363331,1589091
1954423,1931277
3102345,1958994
7422636,1589271
7428207,1589287
8709217,1814444
7423013,1589315
7068296,1589357
7118263,1589361
1935222,1941877
7476596,1589502
7422650,1589519
7422674,1589521
7422698,1589525
7422904,1589529
7422935,1589531
7423037,1589535
7423116,1589545
7423161,1589547
7423570,1589549
7423673,1589551
7423745,1589553
7423783,1589555
7427868,1589560
7427875,1589562
7423707,1589567
7428441,1589574
7428290,1589576
7500974,1589600
7502800,1589602
7458239,1589604
7472868,1589677
7594454,1589779
7457357,1589797
7197363,1589837
6529712,1589839
7379019,1589859
7199189,1589947
7242263,1589949
7453526,1589991
7457254,1590043
1485583,1941879
7234611,1590123
7499872,1590776
7501894,1590778
7477485,1590806
7477540,1590808
7477588,1590812
7450794,1590834
7499528,1590838
7478154,1590840
7507283,1590842
7477911,1590908
7525265,1590912
7346949,1590920
7287053,1590946
7117800,1590948
1405109,1941881
7361395,1590994
7424988,1590996
7504482,1591311
1405116,1941883
4544438,2006161
7476008,1591476
7242397,1591808
8508205,1709220
1341919,1941885
1955109,1931279
7369366,1592071
7590898,1592103
7368305,1592131
7376074,1592133
7393174,1592135
7394290,1592137
7508189,1592176
7527483,1592182
7528657,1592184
7509212,1592186
7544459,1592235
7546141,1592237
7543412,1592321
7498134,1592341
7509030,1592357
7526563,1592359
7597389,1592431
7544947,1592469
7596335,1592477
7457467,1592553
7457450,1592557
7457474,1592559
7543560,1592569
7528970,1592579
7453849,1592591
7544992,1592617
7498062,1592621
7524242,1592633
7475669,1592653
7545647,1592667
7527366,1592701
7525571,1592707
7546732,1592709
7590104,1592747
7422320,1592785
7502446,1593032
7502109,1593047
7423628,1593049
7289824,1593081
6205067,1593221
7437999,1593245
7455878,1593247
7507207,1593504
7508615,1593527
7453454,1593541
7496150,1593638
7368549,1593659
7504420,1593782
7528822,1593784
7529814,1593788
7526714,1593790
7544253,1593792
7528413,1593794
7453485,1593804
7453564,1593806
7453777,1593810
7478240,1593928
7544813,1593993
7503225,1594027
7507520,1594059
7453540,1594141
7117350,1594145
7426876,1594157
7392058,1594186
8621649,1725658
7507379,1594358
7256682,1594401
1258040,1941887
7549612,1594431
1956287,1941889
7420494,1594459
7527751,1594499
7499920,1594529
7500682,1594535
7500864,1594575
7499937,1594647
7500761,1594659
8037886,1594676
7507991,1595057
7509834,1595059
7501162,1595503
7499559,1595509
7545788,1595515
7069738,1595527
7502374,1595529
7590362,1595879
7501375,1595881
7503782,1595883
7494918,1595911
6998491,1595913
7397572,1595917
7209598,1595945
8578857,1748789
1955154,1931281
1956256,1941891
8578833,1748791
1956146,1941893
8578840,1748793
1956177,1941895
8578905,1748795
8578871,1748797
8578895,1748799
2255303,1958996
1956005,1941897
8578929,1748801
8581930,1656209
7645657,1596071
7645640,1596085
1955790,1941899
7455139,1596151
7365212,1596205
7479641,1596235
8155225,1596401
7500895,1596403
8101640,1596405
8057316,1596439
7596672,1596443
8036124,1596445
7987597,1596447
7544387,1596451
8042730,1596453
7903911,1596455
7923104,1596457
8058834,1596459
7987786,1596467
7905373,1596469
7495254,1596471
6185163,1596591
7429196,1596595
7526460,1596665
7590764,1596667
7600829,1596797
7452266,1596813
7547937,1596928
8107235,1597008
7544710,1597012
7604124,1597014
7594478,1597046
7597406,1597056
7453722,1597074
7398753,1597102
7453076,1597106
7606029,1597260
7453272,1597342
8201935,1597344
7472899,1597358
7591471,1597464
7591488,1597466
7591495,1597468
7591574,1597470
7591529,1597472
8056616,1597512
8089889,1597520
8035235,1597526
7348741,1597574
7159923,1597592
7427693,1597614
7365281,1597624
7457065,1597634
7475717,1597636
8087063,1597640
7648812,1597650
8066668,1597654
8048978,1597656
7365016,1598009
7364938,1598025
7257870,1598062
7549715,1598501
7549179,1598503
7437700,1598511
8243948,1598519
7494217,1598521
7549117,1598577
7549492,1598581
7549698,1598591
7503823,1598599
7523803,1598601
7458631,1598603
7547023,1598656
7548156,1598658
7499487,1598660
8060475,1598706
7524060,1598755
7595680,1598763
7524620,1598779
7547377,1598820
7478219,1598823
7471766,1598825
7525818,1598840
7501241,1598842
7526422,1598846
7477643,1598863
7477973,1598865
8037776,1598913
8195089,1598917
7258288,1598941
8150952,1598947
7989681,1598949
8031844,1598951
8169527,1598953
8169101,1598955
8245128,1598965
8054199,1598967
7908260,1598975
7509315,1598983
1950984,1958998
7609277,1599206
7597358,1599212
7597028,1599224
8035493,1599315
8049386,1599323
8240415,1599327
7644720,1599335
7645310,1599339
7598601,1599346
7647868,1599348
7526295,1599350
7645729,1599367
7928642,1599369
7285701,1599503
1954935,1931283
8043595,1599549
7609019,1599690
7908545,1599692
7979969,1599694
7498945,1599759
7526037,1599808
8353302,1599822
8238867,1599824
7527971,1600014
6018405,1600016
7596012,1600020
7606160,1600533
8192910,1600591
7542695,1600646
7507104,1600650
8101169,1602019
8144975,1602029
8069469,1602051
8162005,1602056
7529890,1602167
7497496,1602169
7508282,1602235
7547212,1602238
7452864,1602247
7591660,1602253
7649639,1602314
7649646,1602316
7649574,1602322
7601275,1602356
1955116,1931285
7436385,1602507
7473300,1602597
8041346,1602619
8263320,1602621
8476007,1709222
1955745,1941901
1950630,1941903
8141992,1607466
7526659,1603128
7969704,1603216
1324383,1941905
1409466,1938103
8265737,1603570
8356787,1603572
8054474,1603578
7979464,1603586
8151511,1603592
8207733,1603596
8265751,1603602
8358912,1603604
7548125,1603617
7979749,1603621
8154989,1603639
7347326,1603657
7472514,1603659
7646151,1603685
